,action_id,action_type_label,action_subcategory_label,action_start_date,action_year,action_end_date,action_collection_year,action_collection,action_universe,action_category_label,action_channel,action_label,client_id,client_is_present,client_is_invited,duration,duration_days,gain_user,cluster_not_attending_gain,real_gain_event
5322,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c36280150,0,1,2 days,2.0,,,
5323,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c14050412,0,1,2 days,2.0,,,
5324,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c64921227,0,1,2 days,2.0,,,
5325,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c49604238,0,1,2 days,2.0,,,
5326,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c92950135,0,1,2 days,2.0,,,
5327,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c22047512,0,1,2 days,2.0,,,
5328,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c55008656,0,1,2 days,2.0,,,
5329,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c10125802,0,1,2 days,2.0,,,
5330,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c89641597,0,1,2 days,2.0,,,
5331,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c59062432,0,1,2 days,2.0,,,
5332,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c80415067,0,1,2 days,2.0,,,
5333,a445489,Social Celebrity Action,Collection,2021-01-29,2021,2021-01-31,2021,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c23808355,0,1,2 days,2.0,,,
5334,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c17811698,1,1,3 days,3.0,3118.0777777777785,0.0,3118.0777777777785
5335,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c70493434,1,1,3 days,3.0,3118.0777777777785,0.0,3118.0777777777785
5336,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c87332422,1,1,3 days,3.0,3118.0777777777785,0.0,3118.0777777777785
5337,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c36058730,1,1,3 days,3.0,3118.0777777777785,3895.595294267605,-777.5175164898264
5338,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c74873111,1,1,3 days,3.0,3118.0777777777785,0.0,3118.0777777777785
5339,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c54480812,1,1,3 days,3.0,3118.0777777777785,0.0,3118.0777777777785
5340,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c24129630,1,1,3 days,3.0,3118.0777777777785,0.0,3118.0777777777785
5341,a660570,Social Celebrity Action,Collection,2020-02-14,2020,2020-02-17,2020,Retail Action,Women's Fashion,Retail,In store,Lunar New Year Celebration,c74229375,1,1,3 days,3.0,3118.0777777777785,0.0,3118.0777777777785
5342,a066763,Business Treatment,Special Client,2020-03-09,2020,2020-03-09,2020,Winter Collection,Women's Fashion,Client,Outside venue,Business Engagement,c34824778,1,1,0 days,0.0,12135.800824175825,2488.1174759861024,9647.683348189723
5343,a066763,Business Treatment,Special Client,2020-03-09,2020,2020-03-09,2020,Winter Collection,Women's Fashion,Client,Outside venue,Business Engagement,c17221610,1,1,0 days,0.0,12135.800824175825,0.0,12135.800824175825
5344,a066763,Business Treatment,Special Client,2020-03-09,2020,2020-03-09,2020,Winter Collection,Women's Fashion,Client,Outside venue,Business Engagement,c37298229,1,1,0 days,0.0,12135.800824175825,2488.1174759861024,9647.683348189723
5345,a230360,Collection,Collection,2020-01-24,2020,2020-01-26,2020,Spring-Summer Collection,Infant and Toddler,Retail,In store,Exclusive Offer,c31377272,1,1,2 days,2.0,-4547.452479338843,0.0,-4547.452479338843
5346,a652896,Collection,Collection,2022-03-26,2022,2022-03-26,2022,Summer Collection,Women's Fashion,Retail,In store,Trunk Show Event,c49240330,1,1,0 days,0.0,-9908.006123698715,-29771.864130434784,19863.858006736067
5347,a220527,Collection,Collection,2020-12-18,2020,2020-12-31,2020,Art Collection,Women's Fashion,Retail,,Exclusive Offer,c78703191,1,1,13 days,13.0,-9462.542935029533,0.0,-9462.542935029533
5348,a766668,Collection,Collection,2020-03-05,2020,2020-03-05,2020,Timepieces Collection,Timepieces and Jewelry,Retail,In store,Exclusive Offer,c12709614,1,1,0 days,0.0,3141.743517869657,0.0,3141.743517869657
5349,a618451,Collection,Collection,2021-09-23,2021,2021-09-25,2021,Winter Collection,Women's Fashion,Retail,In store,Social Gathering,c87844062,1,1,2 days,2.0,-2820.023576512456,0.0,-2820.023576512456
5350,a727548,Collection,Collection,2020-10-26,2020,2020-11-01,2020,Sailor Collection,Women's Fashion,Retail,Outside venue,Outdoor Event,c11913902,0,1,6 days,6.0,,,
5351,a727548,Collection,Collection,2020-10-26,2020,2020-11-01,2020,Sailor Collection,Women's Fashion,Retail,Outside venue,Outdoor Event,c31377272,0,1,6 days,6.0,,,
5352,a727548,Collection,Collection,2020-10-26,2020,2020-11-01,2020,Sailor Collection,Women's Fashion,Retail,Outside venue,Outdoor Event,c17840961,0,1,6 days,6.0,,,
5353,a727548,Collection,Collection,2020-10-26,2020,2020-11-01,2020,Sailor Collection,Women's Fashion,Retail,Outside venue,Outdoor Event,c58423875,0,1,6 days,6.0,,,
5354,a402628,Collection,Collection,2021-03-17,2021,2021-03-24,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c16232125,1,1,7 days,7.0,13979.372028325744,-164.59173769642257,14143.963766022167
5355,a264034,Collection,Collection,2022-02-18,2022,2022-03-18,2022,Summer Collection,Men's Fashion,Retail,In store,Social Gathering,c86781558,1,1,28 days,28.0,-10021.32411230388,-1302.3867796610166,-8718.937332642865
5356,a776701,Collection,Collection,2021-08-02,2021,2021-09-01,2021,Winter Collection,Women's Fashion,Retail,Outside venue,Social Gathering,c46945439,0,1,30 days,30.0,,,
5357,a776701,Collection,Collection,2021-08-02,2021,2021-09-01,2021,Winter Collection,Women's Fashion,Retail,Outside venue,Social Gathering,c02144467,0,1,30 days,30.0,,,
5358,a285932,Collection,Collection,2020-07-16,2020,2020-07-31,2020,Winter Collection,Men's Fashion,Retail,In store,Exclusive Offer,c74738504,1,1,15 days,15.0,25668.188205128205,0.0,25668.188205128205
5359,a270916,Collection,Collection,2021-12-09,2021,2021-12-10,2021,Lady Collection,Women's Fashion,Retail,,Social Gathering,c74808093,1,1,1 days,1.0,2914.8442048517536,-504.83236294061044,3419.676567792364
5360,a270916,Collection,Collection,2021-12-09,2021,2021-12-10,2021,Lady Collection,Women's Fashion,Retail,,Social Gathering,c09629549,1,1,1 days,1.0,2914.8442048517536,0.0,2914.8442048517536
5361,a270916,Collection,Collection,2021-12-09,2021,2021-12-10,2021,Lady Collection,Women's Fashion,Retail,,Social Gathering,c40608445,1,1,1 days,1.0,2914.8442048517536,-8557.614872409107,11472.45907726086
5362,a270916,Collection,Collection,2021-12-09,2021,2021-12-10,2021,Lady Collection,Women's Fashion,Retail,,Social Gathering,c80926278,1,1,1 days,1.0,2914.8442048517536,0.0,2914.8442048517536
5363,a270916,Collection,Collection,2021-12-09,2021,2021-12-10,2021,Lady Collection,Women's Fashion,Retail,,Social Gathering,c89245191,1,1,1 days,1.0,2914.8442048517536,-504.83236294061044,3419.676567792364
5364,a270916,Collection,Collection,2021-12-09,2021,2021-12-10,2021,Lady Collection,Women's Fashion,Retail,,Social Gathering,c94436488,1,1,1 days,1.0,2914.8442048517536,-8557.614872409107,11472.45907726086
5365,a604139,Collection,Collection,2020-10-02,2020,2020-10-02,2020,Winter Collection,Men's Fashion,Retail,In store,Exclusive Offer,c49553477,0,1,0 days,0.0,,,
5366,a604139,Collection,Collection,2020-10-02,2020,2020-10-02,2020,Winter Collection,Men's Fashion,Retail,In store,Exclusive Offer,c86304484,0,1,0 days,0.0,,,
5367,a604139,Collection,Collection,2020-10-02,2020,2020-10-02,2020,Winter Collection,Men's Fashion,Retail,In store,Exclusive Offer,c69716256,0,1,0 days,0.0,,,
5368,a347397,Collection,Collection,2022-02-17,2022,2022-02-20,2022,Summer Collection,Men's Fashion,Retail,In store,Exclusive Offer,c63503471,1,1,3 days,3.0,-9991.548865979381,0.0,-9991.548865979381
5369,a257924,Collection,Collection,2020-04-23,2020,2020-05-20,2020,Fall Collection,Women's Fashion,Retail,In store,Social Gathering,c16267408,1,1,27 days,27.0,26385.306482064192,1303.7988785795333,25081.507603484657
5370,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c29151109,0,1,2 days,2.0,,,
5371,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c57567032,0,1,2 days,2.0,,,
5372,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c93354618,0,1,2 days,2.0,,,
5373,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c13136420,0,1,2 days,2.0,,,
5374,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c28994426,0,1,2 days,2.0,,,
5375,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c67166261,0,1,2 days,2.0,,,
5376,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c39439506,0,1,2 days,2.0,,,
5377,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c91730078,0,1,2 days,2.0,,,
5378,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c75211329,0,1,2 days,2.0,,,
5379,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c84654954,0,1,2 days,2.0,,,
5380,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c97332466,0,1,2 days,2.0,,,
5381,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c70333841,0,1,2 days,2.0,,,
5382,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c31377272,0,1,2 days,2.0,,,
5383,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c92159171,0,1,2 days,2.0,,,
5384,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c67237773,0,1,2 days,2.0,,,
5385,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c75229327,0,1,2 days,2.0,,,
5386,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c43517780,0,1,2 days,2.0,,,
5387,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c66021570,0,1,2 days,2.0,,,
5388,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c38925935,0,1,2 days,2.0,,,
5389,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c95425629,0,1,2 days,2.0,,,
5390,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c64989855,0,1,2 days,2.0,,,
5391,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c86880442,0,1,2 days,2.0,,,
5392,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c22708283,0,1,2 days,2.0,,,
5393,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c16968608,0,1,2 days,2.0,,,
5394,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c90191708,0,1,2 days,2.0,,,
5395,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c69293451,0,1,2 days,2.0,,,
5396,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c89658144,0,1,2 days,2.0,,,
5397,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c71835773,0,1,2 days,2.0,,,
5398,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c83284688,0,1,2 days,2.0,,,
5399,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c58423875,0,1,2 days,2.0,,,
5400,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c72298383,0,1,2 days,2.0,,,
5401,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c20026981,0,1,2 days,2.0,,,
5402,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c78679777,0,1,2 days,2.0,,,
5403,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c47162630,0,1,2 days,2.0,,,
5404,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c89673238,0,1,2 days,2.0,,,
5405,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c66349906,0,1,2 days,2.0,,,
5406,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c24674423,0,1,2 days,2.0,,,
5407,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c01699640,0,1,2 days,2.0,,,
5408,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c92975089,0,1,2 days,2.0,,,
5409,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c27705798,0,1,2 days,2.0,,,
5410,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c06249677,0,1,2 days,2.0,,,
5411,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c60302532,0,1,2 days,2.0,,,
5412,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c13412026,0,1,2 days,2.0,,,
5413,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c38388676,0,1,2 days,2.0,,,
5414,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c47138005,0,1,2 days,2.0,,,
5415,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c52429563,0,1,2 days,2.0,,,
5416,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c30600288,0,1,2 days,2.0,,,
5417,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c09582356,0,1,2 days,2.0,,,
5418,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c48435731,0,1,2 days,2.0,,,
5419,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c94436488,0,1,2 days,2.0,,,
5420,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c17840961,0,1,2 days,2.0,,,
5421,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c08540946,0,1,2 days,2.0,,,
5422,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c01867981,0,1,2 days,2.0,,,
5423,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c27161857,0,1,2 days,2.0,,,
5424,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c43271697,0,1,2 days,2.0,,,
5425,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c52560136,0,1,2 days,2.0,,,
5426,a121336,Social Celebrity Action,Collection,2021-12-18,2021,2021-12-19,2021,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c75963793,1,1,1 days,1.0,1602.7101211509344,-726.224831344628,2328.9349524955624
5427,a121336,Social Celebrity Action,Collection,2021-12-18,2021,2021-12-19,2021,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c75442494,1,1,1 days,1.0,1602.7101211509344,-726.224831344628,2328.9349524955624
